return_id,order_id,product_id,customer_id,return_date,return_reason,refund_type,refund_amount,restocking_fee,condition_on_return,processed_by
RET0005189,ORD0078695,PRD0436,CUST015667,2024-06-07,Changed Mind,Exchange,4696.4,5.35,Good,EMP0080
RET0005190,ORD0038078,PRD0257,CUST017077,2024-12-18,Not As Described,Partial Refund,866.76,3.26,Good,EMP0068
RET0005191,ORD0069227,PRD0457,CUST011326,2024-03-23,Better Price Found,Partial Refund,664.38,7.26,Good,EMP0046
RET0005192,ORD0018806,PRD0243,CUST000174,2024-11-23,Wrong Item Shipped,Partial Refund,7850.32,6.01,Like New,EMP0091
RET0005193,ORD0034589,PRD0206,CUST004105,2023-05-23,Duplicate Order,Full Refund,1225.08,5.94,Good,EMP0086
RET0005194,ORD0043095,PRD0225,CUST008616,2023-01-30,Not As Described,Partial Refund,2021.17,1.75,Like New,EMP0055
RET0005195,ORD0071832,PRD0219,CUST011562,2024-02-17,Not As Described,Partial Refund,3827.1,14.61,Like New,EMP0023
RET0005196,ORD0086964,PRD0367,CUST015950,2023-03-31,Duplicate Order,Exchange,1718.95,6.7,Fair,EMP0014
RET0005197,ORD0044727,PRD0114,CUST013152,2024-11-21,Better Price Found,Full Refund,1202.17,7.17,Good,EMP0172
RET0005198,ORD0091057,PRD0435,CUST014764,2024-08-15,Not As Described,Partial Refund,2079.99,8.18,Like New,EMP0066
RET0005199,ORD0010742,PRD0416,CUST015173,2024-08-03,Late Delivery,Partial Refund,358.56,4.03,Good,EMP0066
RET0005200,ORD0024404,PRD0471,CUST003077,2023-11-06,Not As Described,Partial Refund,2006.68,12.1,Poor,EMP0116
RET0005201,ORD0012167,PRD0181,CUST000569,2024-05-13,Late Delivery,Full Refund,4057.6,14.67,Good,EMP0092
RET0005202,ORD0044223,PRD0013,CUST019535,2023-12-24,Duplicate Order,Full Refund,775.72,9.24,Good,EMP0040
RET0005203,ORD0054476,PRD0020,CUST011515,2024-05-10,Wrong Item Shipped,Partial Refund,1148.02,3.29,Fair,EMP0083
RET0005204,ORD0011869,PRD0155,CUST000881,2024-06-13,Not As Described,Full Refund,2106.38,1.92,Fair,EMP0112
RET0005205,ORD0066082,PRD0198,CUST013993,2024-08-25,Duplicate Order,Full Refund,1437.52,9.17,Like New,EMP0184
RET0005206,ORD0079044,PRD0369,CUST004518,2023-11-17,Better Price Found,Exchange,222.78,9.46,Like New,EMP0084
RET0005207,ORD0067221,PRD0074,CUST000310,2023-11-28,Duplicate Order,Partial Refund,1187.44,14.5,Good,EMP0027
RET0005208,ORD0018206,PRD0430,CUST014454,2023-08-22,Damaged in Transit,Full Refund,2894.86,0.11,Like New,EMP0085
RET0005209,ORD0045423,PRD0119,CUST009661,2024-08-23,Not As Described,Partial Refund,2262.36,9.4,Good,EMP0107
RET0005210,ORD0078088,PRD0039,CUST017321,2024-04-27,Late Delivery,Exchange,101.84,3.07,Fair,EMP0070
RET0005211,ORD0054826,PRD0013,CUST001332,2024-08-16,Changed Mind,Partial Refund,193.07,14.42,Good,EMP0045
RET0005212,ORD0063776,PRD0306,CUST013391,2023-11-02,Duplicate Order,Full Refund,2796.87,11.94,Good,EMP0080
RET0005213,ORD0087183,PRD0269,CUST001296,2024-11-14,Wrong Item Shipped,Full Refund,3169.95,5.88,Good,EMP0163
RET0005214,ORD0010470,PRD0379,CUST015215,2023-07-16,Damaged in Transit,Full Refund,1516.54,13.6,Good,EMP0181
RET0005215,ORD0054771,PRD0348,CUST007990,2024-12-22,Not As Described,Full Refund,51.85,9.22,Like New,EMP0091
RET0005216,ORD0036252,PRD0274,CUST001504,2024-08-15,Duplicate Order,Partial Refund,46.85,2.61,Like New,EMP0105
RET0005217,ORD0024985,PRD0088,CUST019904,2024-12-26,Better Price Found,Full Refund,2795.12,8.47,Poor,EMP0102
RET0005218,ORD0077242,PRD0045,CUST018807,2024-07-08,Better Price Found,Exchange,149.73,2.2,Good,EMP0082
RET0005219,ORD0073550,PRD0080,CUST019951,2024-09-26,Duplicate Order,Exchange,143.62,3.04,Like New,EMP0166
RET0005220,ORD0026289,PRD0355,CUST013491,2024-02-23,Not As Described,Partial Refund,167.81,9.39,Good,EMP0120
RET0005221,ORD0078509,PRD0031,CUST014429,2025-01-14,Changed Mind,Partial Refund,4014.63,2.77,Like New,EMP0198
RET0005222,ORD0059227,PRD0438,CUST012201,2023-02-12,Damaged in Transit,Exchange,253.57,11.68,Like New,EMP0042
RET0005223,ORD0088016,PRD0151,CUST007902,2024-03-14,Late Delivery,Partial Refund,1254.35,9.94,Like New,EMP0169
RET0005224,ORD0086683,PRD0336,CUST011817,2023-09-05,Duplicate Order,Partial Refund,203.01,1.41,Like New,EMP0086
RET0005225,ORD0067563,PRD0384,CUST007090,2024-11-14,Not As Described,Full Refund,208.74,11.7,Good,EMP0103
RET0005226,ORD0051101,PRD0023,CUST004903,2023-09-20,Not As Described,Partial Refund,383.43,1.08,Good,EMP0176
RET0005227,ORD0047064,PRD0426,CUST014907,2024-05-05,Changed Mind,Partial Refund,1083.91,11.66,Like New,EMP0029
RET0005228,ORD0091341,PRD0082,CUST016983,2024-12-04,Changed Mind,Full Refund,603.45,10.98,Good,EMP0002
RET0005229,ORD0016170,PRD0011,CUST012145,2023-08-03,Changed Mind,Exchange,826.43,10.29,Fair,EMP0160
RET0005230,ORD0052198,PRD0346,CUST007782,2023-11-05,Wrong Item Shipped,Full Refund,880.02,8.1,Like New,EMP0038
RET0005231,ORD0046618,PRD0328,CUST006177,2023-11-03,Wrong Item Shipped,Full Refund,3567.54,7.17,Damaged,EMP0092
RET0005232,ORD0018322,PRD0250,CUST017012,2023-02-27,Duplicate Order,Full Refund,4217.75,11.21,Damaged,EMP0108
RET0005233,ORD0034688,PRD0367,CUST019925,2024-02-14,Wrong Item Shipped,Partial Refund,208.46,2.91,Good,EMP0096
RET0005234,ORD0013812,PRD0428,CUST008970,2024-04-08,Better Price Found,Exchange,156.88,5.11,Good,EMP0052
RET0005235,ORD0023923,PRD0256,CUST012704,2023-05-19,Damaged in Transit,Full Refund,2179.65,11.61,Like New,EMP0005
RET0005236,ORD0078211,PRD0125,CUST009770,2024-01-04,Late Delivery,Full Refund,1458.67,9.01,Good,EMP0035
RET0005237,ORD0098057,PRD0383,CUST006887,2023-02-21,Defective Product,Full Refund,318.18,3.48,Poor,EMP0159
RET0005238,ORD0066880,PRD0297,CUST013805,2023-06-21,Defective Product,Partial Refund,1669.62,8.53,Fair,EMP0077
RET0005239,ORD0067345,PRD0056,CUST004417,2023-12-24,Better Price Found,Full Refund,411.42,10.12,Like New,EMP0199
RET0005240,ORD0028669,PRD0236,CUST002787,2023-12-04,Duplicate Order,Exchange,3665.46,6.09,Like New,EMP0141
RET0005241,ORD0042605,PRD0447,CUST018291,2023-09-27,Changed Mind,Partial Refund,776.01,8.51,Good,EMP0125
RET0005242,ORD0033734,PRD0368,CUST016377,2024-05-13,Wrong Item Shipped,Exchange,145.24,12.58,Fair,EMP0178
RET0005243,ORD0090112,PRD0187,CUST013464,2024-06-13,Changed Mind,Full Refund,3844.78,6.63,Damaged,EMP0077
RET0005244,ORD0045684,PRD0131,CUST004964,2024-10-07,Damaged in Transit,Full Refund,5.23,6.95,Fair,EMP0028
RET0005245,ORD0068421,PRD0226,CUST013696,2024-01-11,Wrong Item Shipped,Full Refund,5084.81,12.3,Like New,EMP0184
RET0005246,ORD0046485,PRD0359,CUST003438,2023-12-21,Changed Mind,Full Refund,26.03,0.75,Good,EMP0066
RET0005247,ORD0014938,PRD0200,CUST013993,2023-05-18,Defective Product,Exchange,1141.97,1.72,Good,EMP0145
RET0005248,ORD0097612,PRD0204,CUST010453,2024-09-24,Wrong Item Shipped,Partial Refund,42.11,1.45,Good,EMP0130
RET0005249,ORD0049832,PRD0141,CUST001946,2023-04-25,Wrong Item Shipped,Full Refund,503.37,13.22,Like New,EMP0094
RET0005250,ORD0050560,PRD0224,CUST014488,2023-01-22,Damaged in Transit,Exchange,981.69,10.85,Like New,EMP0029
RET0005251,ORD0026553,PRD0405,CUST003250,2023-09-15,Defective Product,Partial Refund,985.86,4.68,Like New,EMP0057
RET0005252,ORD0085435,PRD0020,CUST015902,2024-09-20,Not As Described,Partial Refund,2309.84,5.58,Poor,EMP0133
RET0005253,ORD0051495,PRD0359,CUST002847,2023-11-14,Duplicate Order,Exchange,2173.11,14.03,Fair,EMP0163
RET0005254,ORD0063074,PRD0175,CUST004429,2023-09-15,Damaged in Transit,Partial Refund,902.76,14.6,Good,EMP0164
RET0005255,ORD0007585,PRD0069,CUST010031,2023-01-27,Defective Product,Full Refund,43.41,12.21,Damaged,EMP0123
RET0005256,ORD0016460,PRD0041,CUST010507,2023-06-09,Changed Mind,Partial Refund,3408.13,10.92,Good,EMP0075
RET0005257,ORD0088793,PRD0418,CUST000393,2023-08-09,Better Price Found,Partial Refund,3438.69,7.5,Fair,EMP0165
RET0005258,ORD0032877,PRD0247,CUST010682,2024-11-20,Better Price Found,Full Refund,2142.4,12.75,Good,EMP0070
RET0005259,ORD0055796,PRD0280,CUST004101,2024-06-10,Damaged in Transit,Exchange,1257.86,12.13,Fair,EMP0107
RET0005260,ORD0028795,PRD0370,CUST001622,2023-04-28,Damaged in Transit,Exchange,3709.85,7.63,Like New,EMP0110
RET0005261,ORD0078116,PRD0016,CUST014880,2024-12-18,Not As Described,Exchange,115.48,5.06,Fair,EMP0194
RET0005262,ORD0028476,PRD0283,CUST013954,2023-08-04,Duplicate Order,Partial Refund,4141.35,8.99,Good,EMP0062
RET0005263,ORD0095373,PRD0233,CUST008382,2024-09-04,Changed Mind,Partial Refund,402.38,0.71,Fair,EMP0030
RET0005264,ORD0062574,PRD0476,CUST012215,2024-04-20,Duplicate Order,Full Refund,2807.97,12.77,Like New,EMP0068
RET0005265,ORD0086405,PRD0099,CUST019532,2024-05-02,Changed Mind,Full Refund,3023.57,13.27,Good,EMP0077
RET0005266,ORD0077248,PRD0255,CUST018015,2024-02-12,Late Delivery,Exchange,301.36,8.53,Good,EMP0151
RET0005267,ORD0005181,PRD0275,CUST003572,2023-08-29,Damaged in Transit,Partial Refund,2308.59,11.8,Like New,EMP0025
RET0005268,ORD0070071,PRD0055,CUST011929,2023-09-02,Better Price Found,Exchange,1531.38,6.52,Good,EMP0193
RET0005269,ORD0065055,PRD0268,CUST008494,2023-02-24,Defective Product,Partial Refund,360.54,8.93,Fair,EMP0185
RET0005270,ORD0005388,PRD0122,CUST004350,2023-06-15,Defective Product,Partial Refund,170.82,4.75,Good,EMP0089
RET0005271,ORD0097353,PRD0277,CUST008338,2024-08-03,Wrong Item Shipped,Exchange,4747.29,0.21,Good,EMP0108
RET0005272,ORD0020714,PRD0160,CUST013350,2023-11-10,Better Price Found,Partial Refund,3306.03,8.86,Fair,EMP0027
RET0005273,ORD0039243,PRD0095,CUST008761,2023-12-24,Wrong Item Shipped,Exchange,3668.09,1.63,Like New,EMP0145
RET0005274,ORD0046107,PRD0382,CUST001318,2023-09-20,Duplicate Order,Full Refund,1601.36,10.94,Like New,EMP0161
RET0005275,ORD0023257,PRD0244,CUST016657,2024-03-28,Defective Product,Partial Refund,61.48,14.13,Like New,EMP0004
RET0005276,ORD0067557,PRD0351,CUST006522,2024-03-10,Not As Described,Full Refund,1502.33,11.28,Good,EMP0055
RET0005277,ORD0003634,PRD0168,CUST008800,2023-05-13,Damaged in Transit,Partial Refund,237.98,6.03,Good,EMP0167
RET0005278,ORD0053635,PRD0219,CUST011278,2023-06-08,Better Price Found,Full Refund,2502.89,4.87,Fair,EMP0034
RET0005279,ORD0038996,PRD0350,CUST000895,2023-05-22,Changed Mind,Exchange,2179.42,9.58,Good,EMP0095
RET0005280,ORD0041831,PRD0154,CUST014407,2024-05-27,Late Delivery,Partial Refund,2070.43,9.96,Damaged,EMP0041
RET0005281,ORD0049075,PRD0017,CUST010939,2023-06-29,Changed Mind,Full Refund,1158.78,12.22,Good,EMP0081
RET0005282,ORD0061139,PRD0149,CUST014078,2023-10-15,Damaged in Transit,Full Refund,1276.91,6.21,Like New,EMP0008
RET0005283,ORD0091291,PRD0032,CUST017438,2024-01-07,Wrong Item Shipped,Exchange,682.84,12.36,Like New,EMP0012
RET0005284,ORD0074478,PRD0333,CUST012518,2024-10-14,Wrong Item Shipped,Exchange,638.5,2.91,Good,EMP0037
RET0005285,ORD0054175,PRD0093,CUST000470,2023-11-10,Changed Mind,Partial Refund,1648.29,10.0,Like New,EMP0005
RET0005286,ORD0053129,PRD0104,CUST007885,2023-07-20,Not As Described,Exchange,674.89,2.08,Good,EMP0151
RET0005287,ORD0050488,PRD0399,CUST019217,2023-10-15,Defective Product,Partial Refund,510.86,2.79,Like New,EMP0015
RET0005288,ORD0014181,PRD0144,CUST003068,2024-11-20,Changed Mind,Exchange,3669.47,13.8,Poor,EMP0005
RET0005289,ORD0077882,PRD0491,CUST003058,2024-03-06,Duplicate Order,Exchange,247.45,0.42,Good,EMP0087
RET0005290,ORD0087744,PRD0377,CUST009988,2023-03-11,Not As Described,Full Refund,670.56,5.54,Good,EMP0067
RET0005291,ORD0058740,PRD0001,CUST005907,2023-08-26,Not As Described,Exchange,469.55,13.89,Good,EMP0186
RET0005292,ORD0048209,PRD0458,CUST009763,2023-09-04,Late Delivery,Exchange,2260.6,12.16,Poor,EMP0173
RET0005293,ORD0061520,PRD0198,CUST014888,2024-08-18,Duplicate Order,Partial Refund,1518.31,12.54,Like New,EMP0195
RET0005294,ORD0052048,PRD0481,CUST005560,2023-09-20,Late Delivery,Partial Refund,2181.99,4.07,Fair,EMP0067
RET0005295,ORD0069698,PRD0443,CUST019790,2023-12-02,Duplicate Order,Partial Refund,4.35,10.61,Fair,EMP0197
RET0005296,ORD0006679,PRD0149,CUST018872,2024-09-25,Defective Product,Exchange,227.64,5.85,Good,EMP0123
RET0005297,ORD0043464,PRD0081,CUST003069,2023-05-02,Defective Product,Exchange,6730.82,10.63,Good,EMP0071
RET0005298,ORD0076866,PRD0203,CUST012002,2023-10-24,Defective Product,Exchange,3261.65,8.5,Good,EMP0056
RET0005299,ORD0060191,PRD0306,CUST006146,2023-08-02,Better Price Found,Full Refund,5473.35,14.33,Good,EMP0198
RET0005300,ORD0076042,PRD0474,CUST011456,2024-08-09,Damaged in Transit,Exchange,515.65,0.14,Good,EMP0007
RET0005301,ORD0013907,PRD0024,CUST004561,2023-03-18,Not As Described,Full Refund,73.94,3.96,Good,EMP0102
RET0005302,ORD0000376,PRD0128,CUST001851,2024-06-15,Wrong Item Shipped,Partial Refund,4399.78,4.32,Good,EMP0005
RET0005303,ORD0003865,PRD0229,CUST002566,2024-08-15,Better Price Found,Exchange,2443.03,11.95,Fair,EMP0051
RET0005304,ORD0050464,PRD0102,CUST004713,2023-12-14,Changed Mind,Full Refund,40.08,4.58,Like New,EMP0113
RET0005305,ORD0027261,PRD0157,CUST001979,2023-12-08,Defective Product,Exchange,946.51,11.89,Like New,EMP0097
RET0005306,ORD0000061,PRD0414,CUST007134,2024-11-27,Changed Mind,Partial Refund,3810.55,7.96,Fair,EMP0123
RET0005307,ORD0050310,PRD0249,CUST009894,2024-12-18,Better Price Found,Partial Refund,519.9,2.68,Like New,EMP0084
RET0005308,ORD0047195,PRD0242,CUST013310,2023-03-27,Changed Mind,Exchange,3602.3,7.79,Like New,EMP0097
RET0005309,ORD0024181,PRD0378,CUST016823,2024-01-22,Changed Mind,Full Refund,1868.62,9.91,Good,EMP0151
RET0005310,ORD0096255,PRD0374,CUST014304,2023-09-30,Better Price Found,Partial Refund,4721.76,9.67,Like New,EMP0044
RET0005311,ORD0013045,PRD0244,CUST001484,2024-06-10,Damaged in Transit,Exchange,1427.2,6.36,Like New,EMP0117
RET0005312,ORD0009004,PRD0262,CUST010729,2023-07-13,Defective Product,Partial Refund,258.89,3.1,Good,EMP0122
RET0005313,ORD0039216,PRD0231,CUST003141,2024-08-20,Damaged in Transit,Partial Refund,1542.59,1.18,Poor,EMP0054
RET0005314,ORD0030764,PRD0399,CUST015075,2023-04-01,Duplicate Order,Full Refund,363.79,12.36,Damaged,EMP0057
RET0005315,ORD0072790,PRD0397,CUST012364,2023-11-11,Duplicate Order,Partial Refund,113.74,11.09,Fair,EMP0160
RET0005316,ORD0028488,PRD0092,CUST018782,2024-11-06,Changed Mind,Partial Refund,3036.97,2.17,Like New,EMP0039
RET0005317,ORD0023340,PRD0421,CUST007862,2024-03-11,Changed Mind,Full Refund,631.84,5.25,Fair,EMP0070
RET0005318,ORD0005038,PRD0448,CUST019726,2023-05-30,Damaged in Transit,Exchange,1562.21,2.35,Like New,EMP0151
RET0005319,ORD0058837,PRD0410,CUST000344,2024-09-15,Duplicate Order,Exchange,3223.35,13.87,Fair,EMP0060
RET0005320,ORD0020108,PRD0311,CUST014058,2024-12-26,Changed Mind,Exchange,427.94,11.16,Fair,EMP0085
RET0005321,ORD0029291,PRD0497,CUST000853,2023-10-24,Duplicate Order,Exchange,1020.16,14.23,Fair,EMP0045
RET0005322,ORD0021430,PRD0203,CUST004839,2023-09-18,Changed Mind,Partial Refund,124.85,5.88,Fair,EMP0158
RET0005323,ORD0050186,PRD0157,CUST003987,2024-09-09,Wrong Item Shipped,Partial Refund,2092.37,10.0,Good,EMP0117
RET0005324,ORD0088120,PRD0474,CUST009060,2023-03-17,Not As Described,Partial Refund,618.82,5.89,Damaged,EMP0166
RET0005325,ORD0062251,PRD0243,CUST003088,2024-12-02,Wrong Item Shipped,Partial Refund,1593.04,8.85,Good,EMP0191
RET0005326,ORD0022777,PRD0079,CUST005769,2023-10-22,Damaged in Transit,Full Refund,4113.49,5.8,Poor,EMP0003
RET0005327,ORD0067001,PRD0257,CUST017041,2024-06-22,Wrong Item Shipped,Full Refund,1378.74,4.34,Good,EMP0122
RET0005328,ORD0001915,PRD0121,CUST009059,2024-04-07,Damaged in Transit,Full Refund,4000.29,4.98,Fair,EMP0196
RET0005329,ORD0094194,PRD0132,CUST011232,2023-10-31,Late Delivery,Full Refund,269.57,2.03,Good,EMP0130
RET0005330,ORD0085565,PRD0036,CUST018187,2023-08-29,Damaged in Transit,Full Refund,3481.66,10.74,Good,EMP0184
RET0005331,ORD0074636,PRD0397,CUST010036,2024-12-23,Damaged in Transit,Partial Refund,172.07,6.66,Good,EMP0043
RET0005332,ORD0027422,PRD0271,CUST014975,2023-07-29,Wrong Item Shipped,Full Refund,499.36,0.87,Good,EMP0174
RET0005333,ORD0052675,PRD0139,CUST003548,2024-11-01,Wrong Item Shipped,Full Refund,791.87,10.03,Good,EMP0060
RET0005334,ORD0021719,PRD0372,CUST002372,2024-10-12,Changed Mind,Full Refund,610.67,6.93,Good,EMP0117
RET0005335,ORD0022483,PRD0478,CUST017457,2023-09-28,Changed Mind,Full Refund,1381.63,3.46,Good,EMP0018
RET0005336,ORD0066934,PRD0369,CUST000650,2023-09-03,Not As Described,Exchange,355.65,5.34,Damaged,EMP0098
RET0005337,ORD0026028,PRD0155,CUST012711,2024-10-13,Defective Product,Exchange,4123.3,3.27,Good,EMP0114
RET0005338,ORD0032654,PRD0249,CUST011160,2023-06-11,Wrong Item Shipped,Full Refund,314.18,13.57,Like New,EMP0143
RET0005339,ORD0047918,PRD0354,CUST015386,2023-05-19,Wrong Item Shipped,Exchange,3749.95,7.05,Good,EMP0082
RET0005340,ORD0088567,PRD0431,CUST006580,2023-08-30,Late Delivery,Partial Refund,283.26,3.64,Good,EMP0183
RET0005341,ORD0015867,PRD0330,CUST016986,2024-05-08,Damaged in Transit,Full Refund,2701.96,3.45,Good,EMP0077
RET0005342,ORD0096798,PRD0068,CUST018886,2024-07-08,Not As Described,Partial Refund,610.05,13.93,Fair,EMP0178
RET0005343,ORD0058002,PRD0110,CUST001322,2024-07-19,Wrong Item Shipped,Partial Refund,379.75,0.26,Fair,EMP0161
RET0005344,ORD0024068,PRD0351,CUST002827,2024-06-30,Defective Product,Full Refund,1425.68,6.46,Like New,EMP0088
RET0005345,ORD0054600,PRD0211,CUST019073,2024-08-23,Not As Described,Full Refund,2096.91,9.2,Like New,EMP0095
RET0005346,ORD0036379,PRD0341,CUST011801,2024-10-11,Damaged in Transit,Partial Refund,631.72,14.49,Like New,EMP0043
RET0005347,ORD0005020,PRD0245,CUST006200,2023-03-18,Damaged in Transit,Full Refund,1688.98,14.57,Good,EMP0025
RET0005348,ORD0098408,PRD0130,CUST005545,2024-02-22,Wrong Item Shipped,Full Refund,194.11,12.0,Good,EMP0163
RET0005349,ORD0079220,PRD0389,CUST006847,2023-03-11,Not As Described,Partial Refund,2954.31,9.76,Good,EMP0147
RET0005350,ORD0018099,PRD0066,CUST003609,2024-08-12,Not As Described,Full Refund,787.77,3.27,Fair,EMP0069
RET0005351,ORD0082080,PRD0072,CUST019604,2023-07-28,Defective Product,Exchange,4019.04,9.48,Like New,EMP0008
RET0005352,ORD0007164,PRD0091,CUST009640,2023-08-10,Not As Described,Partial Refund,806.17,0.05,Good,EMP0106
RET0005353,ORD0033454,PRD0285,CUST013232,2023-11-26,Late Delivery,Partial Refund,1252.16,14.65,Like New,EMP0077
RET0005354,ORD0043324,PRD0325,CUST000837,2024-01-25,Changed Mind,Partial Refund,2349.01,14.26,Good,EMP0039
RET0005355,ORD0020837,PRD0268,CUST013552,2023-10-01,Changed Mind,Exchange,55.29,11.51,Good,EMP0075
RET0005356,ORD0042726,PRD0303,CUST011652,2024-11-18,Late Delivery,Partial Refund,413.01,7.88,Damaged,EMP0190
RET0005357,ORD0092789,PRD0065,CUST018241,2024-01-11,Better Price Found,Exchange,3383.84,9.21,Like New,EMP0151
RET0005358,ORD0026804,PRD0269,CUST004220,2023-04-09,Defective Product,Exchange,1062.18,12.56,Good,EMP0143
RET0005359,ORD0070021,PRD0482,CUST008502,2024-12-16,Changed Mind,Partial Refund,1433.57,9.0,Good,EMP0190
RET0005360,ORD0069518,PRD0055,CUST000813,2023-11-29,Defective Product,Exchange,3588.38,4.46,Good,EMP0018
RET0005361,ORD0062851,PRD0123,CUST017937,2023-03-15,Defective Product,Exchange,2958.09,0.15,Good,EMP0004
RET0005362,ORD0008710,PRD0353,CUST018955,2023-10-31,Better Price Found,Full Refund,4004.6,6.82,Poor,EMP0092
RET0005363,ORD0005092,PRD0354,CUST013836,2023-09-11,Better Price Found,Exchange,8545.09,1.22,Good,EMP0017
RET0005364,ORD0045821,PRD0077,CUST010405,2023-03-14,Wrong Item Shipped,Full Refund,4489.41,6.54,Good,EMP0126
RET0005365,ORD0045683,PRD0147,CUST016808,2023-09-08,Damaged in Transit,Exchange,604.14,1.45,Like New,EMP0079
RET0005366,ORD0078165,PRD0335,CUST007000,2023-12-14,Damaged in Transit,Exchange,2106.04,14.58,Like New,EMP0110
RET0005367,ORD0047083,PRD0015,CUST009755,2025-01-04,Changed Mind,Full Refund,1934.47,4.47,Poor,EMP0068
RET0005368,ORD0013305,PRD0358,CUST006462,2023-11-13,Wrong Item Shipped,Exchange,412.91,5.24,Good,EMP0066
RET0005369,ORD0047663,PRD0117,CUST013229,2023-05-13,Wrong Item Shipped,Full Refund,5825.76,7.35,Fair,EMP0029
RET0005370,ORD0003205,PRD0127,CUST006209,2025-01-05,Wrong Item Shipped,Exchange,3214.13,12.62,Good,EMP0192
RET0005371,ORD0096800,PRD0393,CUST006542,2023-09-07,Defective Product,Exchange,6049.61,6.14,Good,EMP0060
RET0005372,ORD0060696,PRD0352,CUST014712,2024-08-10,Not As Described,Exchange,3019.54,3.58,Fair,EMP0063
RET0005373,ORD0002954,PRD0079,CUST002955,2024-06-06,Defective Product,Exchange,3507.21,9.97,Fair,EMP0009
RET0005374,ORD0039961,PRD0059,CUST008665,2023-03-14,Late Delivery,Partial Refund,1376.35,1.03,Fair,EMP0090
RET0005375,ORD0047763,PRD0099,CUST007511,2024-11-11,Damaged in Transit,Exchange,824.5,1.95,Good,EMP0058
RET0005376,ORD0069702,PRD0131,CUST014715,2023-01-28,Late Delivery,Exchange,375.05,14.74,Like New,EMP0165
RET0005377,ORD0043669,PRD0028,CUST010955,2024-09-23,Not As Described,Full Refund,1663.22,10.25,Good,EMP0008
RET0005378,ORD0049038,PRD0355,CUST019922,2024-06-24,Damaged in Transit,Full Refund,796.79,2.39,Good,EMP0012
RET0005379,ORD0041407,PRD0087,CUST015755,2024-11-08,Wrong Item Shipped,Exchange,2594.41,3.89,Good,EMP0134
RET0005380,ORD0083934,PRD0113,CUST000072,2024-11-27,Duplicate Order,Full Refund,4445.83,3.01,Poor,EMP0130
RET0005381,ORD0036633,PRD0427,CUST017122,2024-12-06,Wrong Item Shipped,Full Refund,402.57,4.8,Good,EMP0148
RET0005382,ORD0050611,PRD0039,CUST009081,2023-04-03,Better Price Found,Partial Refund,2583.12,14.24,Like New,EMP0133
RET0005383,ORD0098977,PRD0274,CUST012132,2024-06-20,Defective Product,Exchange,2724.42,7.16,Damaged,EMP0019
RET0005384,ORD0081351,PRD0399,CUST011040,2024-12-19,Damaged in Transit,Exchange,2602.39,9.54,Fair,EMP0066
RET0005385,ORD0041813,PRD0236,CUST019338,2024-05-27,Defective Product,Partial Refund,268.28,3.24,Damaged,EMP0141
RET0005386,ORD0027909,PRD0398,CUST016481,2023-06-17,Late Delivery,Full Refund,782.55,0.76,Like New,EMP0199
RET0005387,ORD0005465,PRD0158,CUST002399,2023-05-28,Wrong Item Shipped,Full Refund,455.96,7.18,Fair,EMP0054
